format,n_files,gt_name,gt_size,gt_start_offset,stage_1_scan,stage_2_delimitation,stage_3_dedup,stage_4_judge,loss_stage,loss_detail
.pdf,100,pdf_0046.pdf,474013,12611584,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=474012 gt_size=474013 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0047.pdf,243969,13086720,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=243968 gt_size=243969 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0048.pdf,226255,13332480,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=226254 gt_size=226255 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0049.pdf,167767,13561856,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=167766 gt_size=167767 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0050.pdf,151907,13729792,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=151906 gt_size=151907 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0051.pdf,74395,13885440,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=74394 gt_size=74395 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0052.pdf,427764,13963264,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=427763 gt_size=427764 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0053.pdf,157514,14393344,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=157513 gt_size=157514 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0054.pdf,117304,14553088,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=117303 gt_size=117304 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0055.pdf,195804,14671872,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=195803 gt_size=195804 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0056.pdf,36956,14868480,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=36955 gt_size=36956 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0057.pdf,401479,14909440,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=401478 gt_size=401479 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0058.pdf,255298,15314944,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=255297 gt_size=255298 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0059.pdf,236491,15572992,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=236490 gt_size=236491 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0060.pdf,262055,15810560,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=262054 gt_size=262055 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0061.pdf,311808,16072704,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=311807 gt_size=311808 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0062.pdf,5728,16388096,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=5727 gt_size=5728 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0063.pdf,123519,16396288,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=123518 gt_size=123519 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0064.pdf,289355,16523264,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=289354 gt_size=289355 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0065.pdf,115231,16814080,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=115230 gt_size=115231 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0066.pdf,248880,16932864,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=248879 gt_size=248880 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0067.pdf,139501,17182720,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=139500 gt_size=139501 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0068.pdf,254065,17326080,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=254064 gt_size=254065 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0069.pdf,135806,17584128,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=135805 gt_size=135806 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0070.pdf,166936,17723392,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=166935 gt_size=166936 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0071.pdf,218577,17891328,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=218576 gt_size=218577 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0072.pdf,475916,18112512,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=475915 gt_size=475916 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0073.pdf,275795,18591744,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=275794 gt_size=275795 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0074.pdf,57511,18870272,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=57510 gt_size=57511 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0075.pdf,379510,18931712,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=379509 gt_size=379510 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0076.pdf,263333,19312640,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=263332 gt_size=263333 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0077.pdf,396336,19578880,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=396335 gt_size=396336 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0078.pdf,450417,19976192,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=450416 gt_size=450417 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0079.pdf,130078,20426752,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=130077 gt_size=130078 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0080.pdf,362620,20557824,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=362619 gt_size=362620 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0081.pdf,337502,20922368,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 337501 bytes)
.pdf,100,pdf_0082.pdf,120086,21262336,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 120085 bytes)
.pdf,100,pdf_0083.pdf,461057,21385216,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 461056 bytes)
.pdf,100,pdf_0084.pdf,41594,21848064,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 41593 bytes)
.pdf,100,pdf_0085.pdf,275543,21893120,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 275542 bytes)
.pdf,100,pdf_0086.pdf,179489,22171648,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 179488 bytes)
.pdf,100,pdf_0087.pdf,1379,22351872,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 1378 bytes)
.pdf,100,pdf_0088.pdf,381822,22355968,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 381821 bytes)
.pdf,100,pdf_0089.pdf,323333,22740992,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 323332 bytes)
.pdf,100,pdf_0090.pdf,96973,23064576,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 96972 bytes)
.pdf,100,pdf_0091.pdf,408048,23162880,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 408047 bytes)
.pdf,100,pdf_0092.pdf,423371,23572480,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 423370 bytes)
.pdf,100,pdf_0093.pdf,96414,23998464,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 96413 bytes)
.pdf,100,pdf_0094.pdf,482261,24096768,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 482260 bytes)
.pdf,100,pdf_0095.pdf,181417,24580096,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 181416 bytes)
.pdf,100,pdf_0096.pdf,113860,24764416,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 113859 bytes)
.pdf,100,pdf_0097.pdf,75647,24879104,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 75646 bytes)
.pdf,100,pdf_0098.pdf,467123,24956928,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 467122 bytes)
.pdf,100,pdf_0099.pdf,95362,25427968,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 95361 bytes)
.pdf,100,pdf_0100.pdf,126616,25526272,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20758528 (overlap: 126615 bytes)
.jpg,15,jpg_0001.jpg,928182,184320,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=63101 gt_size=928182 diff=-865081 [TRUNCATION: 865081 bytes short]
.jpg,15,jpg_0002.jpg,1130223,1114112,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=206994 gt_size=1130223 diff=-923229 [TRUNCATION: 923229 bytes short]
.jpg,15,jpg_0003.jpg,2615725,2244608,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1586688 (overlap: 1467 bytes)
.jpg,15,jpg_0004.jpg,2492678,4861952,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1586688 (overlap: 96559 bytes)
.jpg,15,jpg_0005.jpg,1958849,7356416,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1586688 (overlap: 159320 bytes)
.jpg,15,jpg_0006.jpg,1521668,9318400,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1586688 (overlap: 87141 bytes)
.jpg,15,jpg_0007.jpg,1231152,10842112,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1586688 (overlap: 24091 bytes)
.jpg,15,jpg_0008.jpg,1555586,12075008,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1586688 (overlap: 120765 bytes)
.jpg,15,jpg_0009.jpg,1186515,13631488,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1586688 (overlap: 73041 bytes)
.jpg,15,jpg_0010.jpg,78858,14819328,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1586688 (overlap: 28102 bytes)
.jpg,15,jpg_0011.jpg,1261992,14901248,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1586688 (overlap: 66856 bytes)
.jpg,15,jpg_0012.jpg,2100790,16166912,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1586688 (overlap: 192273 bytes)
.jpg,15,jpg_0013.jpg,816699,18268160,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1586688 (overlap: 29146 bytes)
.jpg,15,jpg_0014.jpg,2341891,19087360,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1586688 (overlap: 138431 bytes)
.jpg,15,jpg_0015.jpg,2545608,21430272,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1586688 (overlap: 33388 bytes)
.jpg,30,jpg_0001.jpg,928182,204800,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=63101 gt_size=928182 diff=-865081 [TRUNCATION: 865081 bytes short]
.jpg,30,jpg_0002.jpg,1130223,1134592,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=206994 gt_size=1130223 diff=-923229 [TRUNCATION: 923229 bytes short]
.jpg,30,jpg_0003.jpg,2615725,2265088,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 1467 bytes)
.jpg,30,jpg_0004.jpg,2492678,4882432,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 96559 bytes)
.jpg,30,jpg_0005.jpg,1958849,7376896,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 159320 bytes)
.jpg,30,jpg_0006.jpg,1521668,9338880,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 87141 bytes)
.jpg,30,jpg_0007.jpg,1231152,10862592,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 24091 bytes)
.jpg,30,jpg_0008.jpg,1555586,12095488,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 120765 bytes)
.jpg,30,jpg_0009.jpg,1186515,13651968,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 73041 bytes)
.jpg,30,jpg_0010.jpg,78858,14839808,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 28102 bytes)
.jpg,30,jpg_0011.jpg,1261992,14921728,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 66856 bytes)
.jpg,30,jpg_0012.jpg,2100790,16187392,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 192273 bytes)
.jpg,30,jpg_0013.jpg,816699,18288640,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 29146 bytes)
.jpg,30,jpg_0014.jpg,2341891,19107840,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 138431 bytes)
.jpg,30,jpg_0015.jpg,2545608,21450752,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 33388 bytes)
.jpg,30,jpg_0016.jpg,844140,23998464,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 20514 bytes)
.jpg,30,jpg_0017.jpg,948220,24846336,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 11159 bytes)
.jpg,30,jpg_0018.jpg,2489663,25796608,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 28442 bytes)
.jpg,30,jpg_0019.jpg,1522547,28286976,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 31231 bytes)
.jpg,30,jpg_0020.jpg,1470213,29810688,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 80175 bytes)
.jpg,30,jpg_0021.jpg,2550486,31281152,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 2420 bytes)
.jpg,30,jpg_0022.jpg,1752510,33832960,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 112540 bytes)
.jpg,30,jpg_0023.jpg,634656,35586048,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 323426 bytes)
.jpg,30,jpg_0024.jpg,1107157,36220928,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 168311 bytes)
.jpg,30,jpg_0025.jpg,2041528,37330944,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 73498 bytes)
.jpg,30,jpg_0026.jpg,2548873,39374848,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 34363 bytes)
.jpg,30,jpg_0027.jpg,2844183,41926656,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 43760 bytes)
.jpg,30,jpg_0028.jpg,443498,44773376,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 4910 bytes)
.jpg,30,jpg_0029.jpg,2521944,45219840,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 12156 bytes)
.jpg,30,jpg_0030.jpg,2813223,47742976,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 1607168 (overlap: 1428 bytes)
.png,15,png_0001.png,928182,184320,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0002.png,1130223,1114112,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0003.png,2615725,2244608,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0004.png,2492678,4861952,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0005.png,1958849,7356416,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0006.png,1521668,9318400,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0007.png,1231152,10842112,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0008.png,1555586,12075008,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0009.png,1186515,13631488,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0010.png,78858,14819328,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0011.png,1261992,14901248,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0012.png,2100790,16166912,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0013.png,816699,18268160,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0014.png,2341891,19087360,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,15,png_0015.png,2545608,21430272,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20839424 (overlap: 2545608 bytes)
.png,30,png_0001.png,928182,204800,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0002.png,1130223,1134592,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0003.png,2615725,2265088,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0004.png,2492678,4882432,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0005.png,1958849,7376896,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0006.png,1521668,9338880,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0007.png,1231152,10862592,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0008.png,1555586,12095488,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0009.png,1186515,13651968,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0010.png,78858,14839808,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0011.png,1261992,14921728,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0012.png,2100790,16187392,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0013.png,816699,18288640,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0014.png,2341891,19107840,PASS,PASS,PASS,PASS,NONE,File fully recovered through all stages
.png,30,png_0015.png,2545608,21450752,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 2545608 bytes)
.png,30,png_0016.png,844140,23998464,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 844140 bytes)
.png,30,png_0017.png,948220,24846336,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 948220 bytes)
.png,30,png_0018.png,2489663,25796608,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 2489663 bytes)
.png,30,png_0019.png,1522547,28286976,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 1522547 bytes)
.png,30,png_0020.png,1470213,29810688,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 1470213 bytes)
.png,30,png_0021.png,2550486,31281152,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 2550486 bytes)
.png,30,png_0022.png,1752510,33832960,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 1752510 bytes)
.png,30,png_0023.png,634656,35586048,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 634656 bytes)
.png,30,png_0024.png,1107157,36220928,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 1107157 bytes)
.png,30,png_0025.png,2041528,37330944,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 2041528 bytes)
.png,30,png_0026.png,2548873,39374848,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 2548873 bytes)
.png,30,png_0027.png,2844183,41926656,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 2844183 bytes)
.png,30,png_0028.png,443498,44773376,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 443498 bytes)
.png,30,png_0029.png,2521944,45219840,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 2521944 bytes)
.png,30,png_0030.png,2813223,47742976,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 20859904 (overlap: 2813223 bytes)
