format,n_files,gt_name,gt_size,gt_start_offset,stage_1_scan,stage_2_delimitation,stage_3_dedup,stage_4_judge,loss_stage,loss_detail
.docx,100,docx_0056.docx,36956,14868480,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 36956 bytes)
.docx,100,docx_0057.docx,401479,14909440,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 401479 bytes)
.docx,100,docx_0058.docx,255298,15314944,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 255298 bytes)
.docx,100,docx_0059.docx,236491,15572992,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 236491 bytes)
.docx,100,docx_0060.docx,262055,15810560,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 262055 bytes)
.docx,100,docx_0061.docx,311808,16072704,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 311808 bytes)
.docx,100,docx_0062.docx,5728,16388096,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 5728 bytes)
.docx,100,docx_0063.docx,123519,16396288,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 123519 bytes)
.docx,100,docx_0064.docx,289355,16523264,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 289355 bytes)
.docx,100,docx_0065.docx,115231,16814080,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 115231 bytes)
.docx,100,docx_0066.docx,248880,16932864,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 248880 bytes)
.docx,100,docx_0067.docx,139501,17182720,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 139501 bytes)
.docx,100,docx_0068.docx,254065,17326080,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 254065 bytes)
.docx,100,docx_0069.docx,135806,17584128,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 135806 bytes)
.docx,100,docx_0070.docx,166936,17723392,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 166936 bytes)
.docx,100,docx_0071.docx,218577,17891328,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 218577 bytes)
.docx,100,docx_0072.docx,475916,18112512,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 475916 bytes)
.docx,100,docx_0073.docx,275795,18591744,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 275795 bytes)
.docx,100,docx_0074.docx,57511,18870272,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 57511 bytes)
.docx,100,docx_0075.docx,379510,18931712,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 379510 bytes)
.docx,100,docx_0076.docx,263333,19312640,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 263333 bytes)
.docx,100,docx_0077.docx,396336,19578880,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 396336 bytes)
.docx,100,docx_0078.docx,450417,19976192,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 450417 bytes)
.docx,100,docx_0079.docx,130078,20426752,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 130078 bytes)
.docx,100,docx_0080.docx,362620,20557824,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 362620 bytes)
.docx,100,docx_0081.docx,337502,20922368,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 337502 bytes)
.docx,100,docx_0082.docx,120086,21262336,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 120086 bytes)
.docx,100,docx_0083.docx,461057,21385216,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 461057 bytes)
.docx,100,docx_0084.docx,41594,21848064,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 41594 bytes)
.docx,100,docx_0085.docx,275543,21893120,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 275543 bytes)
.docx,100,docx_0086.docx,179489,22171648,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 179489 bytes)
.docx,100,docx_0087.docx,1379,22351872,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 1379 bytes)
.docx,100,docx_0088.docx,381822,22355968,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 381822 bytes)
.docx,100,docx_0089.docx,323333,22740992,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 323333 bytes)
.docx,100,docx_0090.docx,96973,23064576,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 96973 bytes)
.docx,100,docx_0091.docx,408048,23162880,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 408048 bytes)
.docx,100,docx_0092.docx,423371,23572480,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 423371 bytes)
.docx,100,docx_0093.docx,96414,23998464,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 96414 bytes)
.docx,100,docx_0094.docx,482261,24096768,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 482261 bytes)
.docx,100,docx_0095.docx,181417,24580096,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 181417 bytes)
.docx,100,docx_0096.docx,113860,24764416,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 113860 bytes)
.docx,100,docx_0097.docx,75647,24879104,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 75647 bytes)
.docx,100,docx_0098.docx,467123,24956928,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 467123 bytes)
.docx,100,docx_0099.docx,95362,25427968,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 95362 bytes)
.docx,100,docx_0100.docx,126616,25526272,PASS,PASS,FAIL,N/A,STAGE_3_DEDUP,Eliminated by overlap with BMP at offset 11211264 (overlap: 126616 bytes)
.pdf,15,pdf_0001.pdf,480668,184320,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=480667 gt_size=480668 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0002.pdf,458352,667648,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=458351 gt_size=458352 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0003.pdf,321715,1126400,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=321714 gt_size=321715 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0004.pdf,306334,1449984,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=306333 gt_size=306334 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0005.pdf,415176,1757184,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=415175 gt_size=415176 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0006.pdf,184958,2174976,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=184957 gt_size=184958 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0007.pdf,373575,2363392,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=373574 gt_size=373575 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0008.pdf,410962,2740224,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=410961 gt_size=410962 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0009.pdf,143064,3153920,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=143063 gt_size=143064 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0010.pdf,475344,3297280,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=475343 gt_size=475344 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0011.pdf,152499,3776512,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=152498 gt_size=152499 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0012.pdf,383546,3932160,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=383545 gt_size=383546 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0013.pdf,96837,4317184,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=96836 gt_size=96837 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0014.pdf,435963,4415488,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=435962 gt_size=435963 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,15,pdf_0015.pdf,312951,4853760,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=312950 gt_size=312951 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0001.pdf,480668,200704,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=480667 gt_size=480668 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0002.pdf,458352,684032,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=458351 gt_size=458352 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0003.pdf,321715,1142784,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=321714 gt_size=321715 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0004.pdf,306334,1466368,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=306333 gt_size=306334 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0005.pdf,415176,1773568,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=415175 gt_size=415176 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0006.pdf,184958,2191360,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=184957 gt_size=184958 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0007.pdf,373575,2379776,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=373574 gt_size=373575 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0008.pdf,410962,2756608,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=410961 gt_size=410962 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0009.pdf,143064,3170304,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=143063 gt_size=143064 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0010.pdf,475344,3313664,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=475343 gt_size=475344 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0011.pdf,152499,3792896,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=152498 gt_size=152499 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0012.pdf,383546,3948544,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=383545 gt_size=383546 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0013.pdf,96837,4333568,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=96836 gt_size=96837 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0014.pdf,435963,4431872,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=435962 gt_size=435963 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0015.pdf,312951,4870144,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=312950 gt_size=312951 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0016.pdf,100267,5185536,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=100266 gt_size=100267 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0017.pdf,113277,5287936,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=113276 gt_size=113277 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0018.pdf,305957,5402624,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=305956 gt_size=305957 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0019.pdf,185068,5709824,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=185067 gt_size=185068 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0020.pdf,178526,5898240,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=178525 gt_size=178526 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0021.pdf,437432,6078464,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=437431 gt_size=437432 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0022.pdf,213813,6516736,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=213812 gt_size=213813 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0023.pdf,74082,6733824,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=74081 gt_size=74082 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0024.pdf,133144,6811648,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=133143 gt_size=133144 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0025.pdf,249941,6946816,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=249940 gt_size=249941 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0026.pdf,313359,7200768,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=313358 gt_size=313359 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0027.pdf,350272,7516160,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=350271 gt_size=350272 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0028.pdf,447254,7868416,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=447253 gt_size=447254 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0029.pdf,454130,8318976,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=454129 gt_size=454130 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,30,pdf_0030.pdf,346402,8773632,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=346401 gt_size=346402 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0001.pdf,480668,270336,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=480667 gt_size=480668 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0002.pdf,458352,753664,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=458351 gt_size=458352 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0003.pdf,321715,1212416,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=321714 gt_size=321715 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0004.pdf,306334,1536000,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=306333 gt_size=306334 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0005.pdf,415176,1843200,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=415175 gt_size=415176 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0006.pdf,184958,2260992,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=184957 gt_size=184958 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0007.pdf,373575,2449408,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=373574 gt_size=373575 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0008.pdf,410962,2826240,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=410961 gt_size=410962 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0009.pdf,143064,3239936,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=143063 gt_size=143064 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0010.pdf,475344,3383296,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=475343 gt_size=475344 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0011.pdf,152499,3862528,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=152498 gt_size=152499 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0012.pdf,383546,4018176,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=383545 gt_size=383546 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0013.pdf,96837,4403200,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=96836 gt_size=96837 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0014.pdf,435963,4501504,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=435962 gt_size=435963 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0015.pdf,312951,4939776,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=312950 gt_size=312951 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0016.pdf,100267,5255168,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=100266 gt_size=100267 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0017.pdf,113277,5357568,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=113276 gt_size=113277 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0018.pdf,305957,5472256,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=305956 gt_size=305957 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0019.pdf,185068,5779456,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=185067 gt_size=185068 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0020.pdf,178526,5967872,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=178525 gt_size=178526 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0021.pdf,437432,6148096,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=437431 gt_size=437432 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0022.pdf,213813,6586368,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=213812 gt_size=213813 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0023.pdf,74082,6803456,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=74081 gt_size=74082 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0024.pdf,133144,6881280,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=133143 gt_size=133144 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0025.pdf,249941,7016448,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=249940 gt_size=249941 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0026.pdf,313359,7270400,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=313358 gt_size=313359 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0027.pdf,350272,7585792,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=350271 gt_size=350272 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0028.pdf,447254,7938048,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=447253 gt_size=447254 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0029.pdf,454130,8388608,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=454129 gt_size=454130 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0030.pdf,346402,8843264,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=346401 gt_size=346402 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0031.pdf,210658,9191424,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=210657 gt_size=210658 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0032.pdf,231873,9404416,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=231872 gt_size=231873 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0033.pdf,12971,9637888,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=12970 gt_size=12971 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0034.pdf,183035,9654272,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=183034 gt_size=183035 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0035.pdf,345855,9838592,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=345854 gt_size=345855 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0036.pdf,308091,10186752,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=308090 gt_size=308091 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0037.pdf,168137,10498048,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=168136 gt_size=168137 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0038.pdf,116593,10670080,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=116592 gt_size=116593 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0039.pdf,26781,10788864,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=26780 gt_size=26781 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0040.pdf,285663,10817536,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=285662 gt_size=285663 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0041.pdf,251640,11104256,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=251639 gt_size=251640 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0042.pdf,345660,11358208,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=345659 gt_size=345660 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0043.pdf,66344,11706368,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=66343 gt_size=66344 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0044.pdf,389197,11776000,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=389196 gt_size=389197 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
.pdf,100,pdf_0045.pdf,440204,12169216,PASS,PASS,PASS,FAIL,STAGE_4_JUDGE,SHA-256 mismatch: carved_size=440203 gt_size=440204 diff=-1 [TRUNCATION FIXABLE: 1 byte short]
