run,motor,timestamp,overall_utility,rvs,fqs,recovery_rate,read_count,runtime_ms,result_hash,files_recovered,files_correct_checksum,files_missing,integrity_score,read_efficiency,seed
18,MFT-First,2026-07-30T21:58:42.448398,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,68.59950599937292,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
19,MFT-First,2026-07-30T21:58:42.517634,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,67.5588060003065,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
20,MFT-First,2026-07-30T21:58:42.587761,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,68.46390000100655,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
21,MFT-First,2026-07-30T21:58:42.658001,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,68.50652399953105,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
22,MFT-First,2026-07-30T21:58:42.727657,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,67.97666100101196,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
23,MFT-First,2026-07-30T21:58:42.797428,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,68.10158699954627,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
24,MFT-First,2026-07-30T21:58:42.867216,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,68.14368099912826,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
25,MFT-First,2026-07-30T21:58:42.936345,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,67.47246600025392,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
26,MFT-First,2026-07-30T21:58:43.005001,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,66.98054300068179,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
27,MFT-First,2026-07-30T21:58:43.074306,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,67.65289400027541,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
28,MFT-First,2026-07-30T21:58:43.143494,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,67.53604899859056,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
29,MFT-First,2026-07-30T21:58:43.212543,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,67.341893000048,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
30,MFT-First,2026-07-30T21:58:43.284506,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,70.30320600097184,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
1,Carving,2026-07-30T21:58:43.538135,0.0,0.0,0.0,0.0,25648,251.35123200016096,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
2,Carving,2026-07-30T21:58:43.785109,0.0,0.0,0.0,0.0,25648,245.24158899839676,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
3,Carving,2026-07-30T21:58:44.031636,0.0,0.0,0.0,0.0,25648,244.7780310012604,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
4,Carving,2026-07-30T21:58:44.277473,0.0,0.0,0.0,0.0,25648,244.11649300054705,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
5,Carving,2026-07-30T21:58:44.524096,0.0,0.0,0.0,0.0,25648,244.86490500021318,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
6,Carving,2026-07-30T21:58:44.770484,0.0,0.0,0.0,0.0,25648,244.67335500048648,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
7,Carving,2026-07-30T21:58:45.016365,0.0,0.0,0.0,0.0,25648,244.1398709997884,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
8,Carving,2026-07-30T21:58:45.262951,0.0,0.0,0.0,0.0,25648,244.8088680012006,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
9,Carving,2026-07-30T21:58:45.515473,0.0,0.0,0.0,0.0,25648,250.78742500045337,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
10,Carving,2026-07-30T21:58:45.765189,0.0,0.0,0.0,0.0,25648,247.93852900074853,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
11,Carving,2026-07-30T21:58:46.014678,0.0,0.0,0.0,0.0,25648,247.7063669994095,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
12,Carving,2026-07-30T21:58:46.271407,0.0,0.0,0.0,0.0,25648,254.98351100031869,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
13,Carving,2026-07-30T21:58:46.518296,0.0,0.0,0.0,0.0,25648,245.16786400090496,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
14,Carving,2026-07-30T21:58:46.767193,0.0,0.0,0.0,0.0,25648,247.11846400168724,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
15,Carving,2026-07-30T21:58:47.013580,0.0,0.0,0.0,0.0,25648,244.64742700001807,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
16,Carving,2026-07-30T21:58:47.260051,0.0,0.0,0.0,0.0,25648,244.69008599953668,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
17,Carving,2026-07-30T21:58:47.507598,0.0,0.0,0.0,0.0,25648,245.81747100091889,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
18,Carving,2026-07-30T21:58:47.759125,0.0,0.0,0.0,0.0,25648,249.77708299957158,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
19,Carving,2026-07-30T21:58:48.003739,0.0,0.0,0.0,0.0,25648,242.86715400012326,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
20,Carving,2026-07-30T21:58:48.254563,0.0,0.0,0.0,0.0,25648,249.08463199972175,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
21,Carving,2026-07-30T21:58:48.502949,0.0,0.0,0.0,0.0,25648,246.56705699999293,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
22,Carving,2026-07-30T21:58:48.756673,0.0,0.0,0.0,0.0,25648,251.9191250012227,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
23,Carving,2026-07-30T21:58:49.002130,0.0,0.0,0.0,0.0,25648,243.70323199946142,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
24,Carving,2026-07-30T21:58:49.247614,0.0,0.0,0.0,0.0,25648,243.73378100062837,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
25,Carving,2026-07-30T21:58:49.494329,0.0,0.0,0.0,0.0,25648,244.96686000020418,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
26,Carving,2026-07-30T21:58:49.742201,0.0,0.0,0.0,0.0,25648,246.0963309986255,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
27,Carving,2026-07-30T21:58:49.987849,0.0,0.0,0.0,0.0,25648,243.9124329994229,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
28,Carving,2026-07-30T21:58:50.234813,0.0,0.0,0.0,0.0,25648,245.2259450001293,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
29,Carving,2026-07-30T21:58:50.480123,0.0,0.0,0.0,0.0,25648,243.56898899895896,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
30,Carving,2026-07-30T21:58:50.726383,0.0,0.0,0.0,0.0,25648,244.47742699885566,e0504cef3ada47c1,1,0,30,0.300093574547723,0.0003119151590766922,2026
1,MFT-First,2026-07-30T21:58:51.644838,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,169.9398660002771,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
2,MFT-First,2026-07-30T21:58:51.817086,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,170.45636100010597,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
3,MFT-First,2026-07-30T21:58:51.986124,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,167.29601900078706,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
4,MFT-First,2026-07-30T21:58:52.154725,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,166.83629200088035,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
5,MFT-First,2026-07-30T21:58:52.324875,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,168.40752999996766,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
6,MFT-First,2026-07-30T21:58:52.495403,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,168.76636699998926,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
7,MFT-First,2026-07-30T21:58:52.669098,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,171.971895999377,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
8,MFT-First,2026-07-30T21:58:52.841925,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,171.08397199990577,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
9,MFT-First,2026-07-30T21:58:53.012315,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,168.6708079996606,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
10,MFT-First,2026-07-30T21:58:53.181679,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,167.64229199907277,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
11,MFT-First,2026-07-30T21:58:53.354106,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,170.65680499945302,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
12,MFT-First,2026-07-30T21:58:53.525772,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,169.87076899931708,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
13,MFT-First,2026-07-30T21:58:53.697687,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,170.12716799945338,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
14,MFT-First,2026-07-30T21:58:53.870521,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,171.09599899958994,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
15,MFT-First,2026-07-30T21:58:54.039922,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,167.66430000097898,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
16,MFT-First,2026-07-30T21:58:54.210478,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,168.81195899986778,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
17,MFT-First,2026-07-30T21:58:54.381015,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,168.78603199984354,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
18,MFT-First,2026-07-30T21:58:54.553273,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,170.51537000043027,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
19,MFT-First,2026-07-30T21:58:54.725498,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,170.49229000076593,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
20,MFT-First,2026-07-30T21:58:54.896275,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,169.00489599902357,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
21,MFT-First,2026-07-30T21:58:55.065764,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,167.73649399874557,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
22,MFT-First,2026-07-30T21:58:55.234982,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,167.4956619990553,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
23,MFT-First,2026-07-30T21:58:55.405376,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,168.6534809996374,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
24,MFT-First,2026-07-30T21:58:55.578180,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,171.09034399982193,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
25,MFT-First,2026-07-30T21:58:55.759759,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,179.8446109987708,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
26,MFT-First,2026-07-30T21:58:55.930330,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,168.84855299940682,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
27,MFT-First,2026-07-30T21:58:56.098510,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,166.47029600062524,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
28,MFT-First,2026-07-30T21:58:56.269207,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,168.967875000817,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
29,MFT-First,2026-07-30T21:58:56.439844,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,168.83711799891898,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
30,MFT-First,2026-07-30T21:58:56.611899,0.9983,0.9989,0.9994287581003757,0.9333333333333333,17505,170.31663499983551,fb2498d41e6e010e,30,28,0,0.9533161953727507,0.9999428734647243,9999
1,Carving,2026-07-30T21:58:56.848609,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,234.32450099971902,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
2,Carving,2026-07-30T21:58:57.084975,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,234.60011299903272,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
3,Carving,2026-07-30T21:58:57.321932,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,235.1987750007538,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
4,Carving,2026-07-30T21:58:57.558386,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,234.70198500035622,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
5,Carving,2026-07-30T21:58:57.794002,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,233.87510599968664,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
6,Carving,2026-07-30T21:58:58.029454,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,233.68444400148292,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
7,Carving,2026-07-30T21:58:58.263000,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,231.78395600007207,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
8,Carving,2026-07-30T21:58:58.498058,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,233.25841000041692,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
9,Carving,2026-07-30T21:58:58.741102,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,241.28329899940582,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
10,Carving,2026-07-30T21:58:58.975177,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,232.32783300045412,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
11,Carving,2026-07-30T21:58:59.209323,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,232.3608200003946,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
12,Carving,2026-07-30T21:58:59.444033,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,232.9183820002072,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
13,Carving,2026-07-30T21:58:59.678171,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,232.39346700029273,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
14,Carving,2026-07-30T21:58:59.913497,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,233.5709749986563,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
15,Carving,2026-07-30T21:59:00.148206,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,232.9420959995332,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
16,Carving,2026-07-30T21:59:00.381849,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,231.90374200021324,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
17,Carving,2026-07-30T21:59:00.618439,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,234.820239000328,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
18,Carving,2026-07-30T21:59:00.852276,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,232.0938209995802,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
19,Carving,2026-07-30T21:59:01.087317,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,233.30620799970347,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
20,Carving,2026-07-30T21:59:01.321644,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,232.59855299875198,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
21,Carving,2026-07-30T21:59:01.555715,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,232.26552099913533,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
22,Carving,2026-07-30T21:59:01.790238,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,232.7863509999588,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
23,Carving,2026-07-30T21:59:02.025671,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,233.70524900019518,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
24,Carving,2026-07-30T21:59:02.260204,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,232.74598100033472,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
25,Carving,2026-07-30T21:59:02.493869,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,231.91676100032055,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
26,Carving,2026-07-30T21:59:02.729113,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,233.437535000121,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
27,Carving,2026-07-30T21:59:02.964584,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,233.73036200064234,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
28,Carving,2026-07-30T21:59:03.198369,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,232.0507100012037,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
29,Carving,2026-07-30T21:59:03.434589,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,234.44536500028335,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
30,Carving,2026-07-30T21:59:03.668611,0.008,0.0896,0.08963669931426307,0.06666666666666667,24232,232.26789900036238,43c00d2eda6ac544,3,2,28,0.3267657092549796,0.0003301419610431955,9999
