run,motor,timestamp,overall_utility,rvs,fqs,recovery_rate,read_count,runtime_ms,result_hash,files_recovered,files_correct_checksum,files_missing,integrity_score,read_efficiency,seed
28,Carving,2026-07-30T21:58:40.003517,0.0028,0.0524,0.05318851814663085,0.03333333333333333,27424,254.88166799914325,1f6822061184ba49,4,1,29,0.31342084791909763,0.00029171528588101125,1337
29,Carving,2026-07-30T21:58:40.260288,0.0028,0.0524,0.05318851814663085,0.03333333333333333,27424,254.9888749999809,1f6822061184ba49,4,1,29,0.31342084791909763,0.00029171528588101125,1337
30,Carving,2026-07-30T21:58:40.517304,0.0028,0.0524,0.05318851814663085,0.03333333333333333,27424,255.22526299937454,1f6822061184ba49,4,1,29,0.31342084791909763,0.00029171528588101125,1337
1,MFT-First,2026-07-30T21:58:41.269781,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,68.50710499929846,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
2,MFT-First,2026-07-30T21:58:41.338409,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,66.87655199857545,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
3,MFT-First,2026-07-30T21:58:41.407102,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,66.99251600002754,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
4,MFT-First,2026-07-30T21:58:41.477465,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,68.70017300025211,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
5,MFT-First,2026-07-30T21:58:41.546957,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,67.76887900014117,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
6,MFT-First,2026-07-30T21:58:41.616382,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,67.75397799901839,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
7,MFT-First,2026-07-30T21:58:41.686342,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,68.30628299940145,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
8,MFT-First,2026-07-30T21:58:41.756806,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,68.76732099954097,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
9,MFT-First,2026-07-30T21:58:41.825889,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,67.40015000104904,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
10,MFT-First,2026-07-30T21:58:41.895355,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,67.77177199910511,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
11,MFT-First,2026-07-30T21:58:41.965796,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,68.68676299927756,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
12,MFT-First,2026-07-30T21:58:42.034440,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,66.97685399922193,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
13,MFT-First,2026-07-30T21:58:42.102670,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,66.5350919989578,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
14,MFT-First,2026-07-30T21:58:42.171388,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,67.05596699976013,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
15,MFT-First,2026-07-30T21:58:42.240900,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,67.80891099879227,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
16,MFT-First,2026-07-30T21:58:42.309244,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,66.6728010000952,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
17,MFT-First,2026-07-30T21:58:42.378119,0.9598,0.9732,0.9862523717892735,0.9333333333333333,15913,67.19095699918398,b9c034eaca93b1e2,30,28,0,0.9533144808228073,0.9999371582982467,2026
